Parent_Fund_Code,Master_Fund_Code,Trade_Date,Currency,Trans_Type,Amount
="2160 ",="18095",20250409,CDD,RT ,916.78
="2160 ",="18095",20250410,CDD,RT ,480
="2160 ",="18095",20250409,CDD,WSR,916.78
="2160 ",="2160",20250409,CDD,PT ,75
="2160 ",="2160",20250410,CDD,PT ,12307.18
="2160 ",="2160",20250409,CDD,RT ,35707.56
="2160 ",="2160",20250410,CDD,RT ,8905.31
="2160 ",="2160",20250409,CDD,WSP,75
="2160 ",="2160",20250409,CDD,WSR,35707.56
="2160 ",="4160",20250409,CDD,PT ,61207.74
="2160 ",="4160",20250409,CDD,RT ,145941.19
="2160 ",="4160",20250410,CDD,RT ,225.06
="2160 ",="4160",20250409,CDD,WSP,61207.74
="2160 ",="4160",20250409,CDD,WSR,145941.19
="2161 ",="16096",20250409,CDD,RT ,589.39
="2161 ",="16096",20250409,CDD,WSR,589.39
="2161 ",="18096",20250410,CDD,RT ,88.48
="2161 ",="2161",20250409,CDD,PT ,170.28
="2161 ",="2161",20250410,CDD,PT ,114953.92
="2161 ",="2161",20250409,CDD,RT ,29449.88
="2161 ",="2161",20250410,CDD,RT ,131998.28
="2161 ",="2161",20250409,CDD,WSR,29449.88
="2161 ",="4161",20250409,CDD,PT ,16088.44
="2161 ",="4161",20250410,CDD,PT ,12203.49
="2161 ",="4161",20250409,CDD,RT ,56956.96
="2161 ",="4161",20250409,CDD,WSP,16088.44
="2161 ",="4161",20250409,CDD,WSR,56956.96
="2161 ",="5161",20250409,CDD,RT ,795.15
="2161 ",="5161",20250409,CDD,WSR,795.15
="2161 ",="90261",20250409,CDD,RT ,624.59
="2161 ",="90261",20250409,CDD,WSR,624.59
="2162 ",="16097",20250409,CDD,PT ,28.9
="2162 ",="16097",20250410,CDD,RT ,463236.66
="2162 ",="16097",20250409,CDD,WSP,28.9
="2162 ",="2162",20250325,CDD,PT ,-416
="2162 ",="2162",20250409,CDD,PT ,47534.22
="2162 ",="2162",20250410,CDD,PT ,347283.77
="2162 ",="2162",20250409,CDD,RT ,106993.19
="2162 ",="2162",20250410,CDD,RT ,224852.42
="2162 ",="2162",20250409,CDD,WSP,47501.72
="2162 ",="2162",20250409,CDD,WSR,106993.19
="2162 ",="4162",20250409,CDD,PT ,48410.35
="2162 ",="4162",20250410,CDD,PT ,172724.03
="2162 ",="4162",20250409,CDD,RT ,154417.01
="2162 ",="4162",20250410,CDD,RT ,23132.32
="2162 ",="4162",20250409,CDD,WSP,48410.35
="2162 ",="4162",20250409,CDD,WSR,154417.01
="2162 ",="5162",20250409,CDD,RT ,9296.64
="2162 ",="5162",20250409,CDD,WSR,9296.64
="2162 ",="90262",20250410,CDD,PT ,7568.58
="2162 ",="90262",20250410,CDD,RT ,7909.32
="2163 ",="2163",20250409,CDD,PT ,219563.73
="2163 ",="2163",20250410,CDD,PT ,23197.3
="2163 ",="2163",20250409,CDD,RT ,9206.54
="2163 ",="2163",20250410,CDD,RT ,13654.09
="2163 ",="2163",20250409,CDD,WSP,219256.05
="2163 ",="2163",20250409,CDD,WSR,9206.54
="2163 ",="4163",20250409,CDD,PT ,735.85
="2163 ",="4163",20250410,CDD,PT ,21679.04
="2163 ",="4163",20250409,CDD,RT ,223562.44
="2163 ",="4163",20250410,CDD,RT ,9226.3
="2163 ",="4163",20250409,CDD,WSP,735.85
="2163 ",="4163",20250409,CDD,WSR,223562.44
="2164 ",="2164",20250409,CDD,PT ,22386.71
="2164 ",="2164",20250410,CDD,PT ,29129.29
="2164 ",="2164",20250409,CDD,RT ,37123.25
="2164 ",="2164",20250410,CDD,RT ,90006.62
="2164 ",="2164",20250409,CDD,WSP,22386.71
="2164 ",="2164",20250409,CDD,WSR,37123.25
="2164 ",="4164",20250409,CDD,PT ,1050
="2164 ",="4164",20250410,CDD,PT ,2275.98
="2164 ",="4164",20250409,CDD,RT ,212.1
="2164 ",="4164",20250410,CDD,RT ,1975.98
="2164 ",="4164",20250409,CDD,WSP,1050
="2164 ",="4164",20250409,CDD,WSR,212.1
="2166 ",="9362",20250409,CDD,RT ,10000
="2166 ",="9362",20250409,CDD,WSR,10000
="2185 ",="16185",20250409,CDD,RT ,1107.92
="2185 ",="16185",20250409,CDD,WSR,1107.92
="2185 ",="18185",20250409,CDD,RT ,1823.03
="2185 ",="18185",20250410,CDD,RT ,10
="2185 ",="18185",20250409,CDD,WSR,1823.03
="2185 ",="2185",20250409,CDD,PT ,10024.98
="2185 ",="2185",20250410,CDD,PT ,33686.05
="2185 ",="2185",20250409,CDD,RT ,107218.6
="2185 ",="2185",20250410,CDD,RT ,46510.58
="2185 ",="2185",20250409,CDD,WSP,10025
="2185 ",="2185",20250409,CDD,WSR,107218.6
="2185 ",="4185",20250409,CDD,PT ,10.11
="2185 ",="4185",20250410,CDD,PT ,62.55
="2185 ",="4185",20250409,CDD,RT ,111080.16
="2185 ",="4185",20250410,CDD,RT ,90469.15
="2185 ",="4185",20250409,CDD,WSP,10.11
="2185 ",="4185",20250409,CDD,WSR,111080.16
="2185 ",="5185",20250410,CDD,PT ,20.3
="2185 ",="5185",20250409,CDD,RT ,1427.35
="2185 ",="5185",20250409,CDD,WSR,1427.35
="2185 ",="9340",20250410,CDD,PT ,367.71
="2185 ",="9340",20250409,CDD,RT ,320.95
="2185 ",="9340",20250410,CDD,RT ,498.87
="2185 ",="9340",20250409,CDD,WSR,320.95
="2186 ",="18186",20250409,CDD,RT ,180.31
="2186 ",="18186",20250409,CDD,WSR,180.31
="2186 ",="2186",20250410,CDD,PT ,2770.73
="2186 ",="2186",20250409,CDD,RT ,7164.43
="2186 ",="2186",20250410,CDD,RT ,1000
="2186 ",="2186",20250409,CDD,WSR,7164.43
="2186 ",="4186",20250409,CDD,RT ,149.37
="2186 ",="4186",20250409,CDD,WSR,149.37
="2190 ",="18261",20250410,CDD,PT ,14914.84
="2190 ",="18261",20250409,CDD,RT ,8397.87
="2190 ",="18261",20250410,CDD,RT ,11461.09
="2190 ",="18261",20250409,CDD,WSR,8397.87
="2190 ",="2190",20250409,CDD,RT ,26665.07
="2190 ",="2190",20250409,CDD,WSR,26665.07
="2190 ",="4190",20250410,CDD,PT ,16189.83
="2190 ",="4190",20250409,CDD,RT ,8686.81
="2190 ",="4190",20250410,CDD,RT ,16189.83
="2190 ",="4190",20250409,CDD,WSR,8686.81
="2190 ",="5190",20250410,CDD,PT ,13273.37
="2190 ",="5190",20250409,CDD,RT ,423.3
="2190 ",="5190",20250410,CDD,RT ,322.96
="2190 ",="5190",20250409,CDD,WSR,423.3
="2191 ",="18263",20250328,CDD,DR ,-0.0100000000002183
="2191 ",="18263",20250303,CDD,PT ,6900
="2191 ",="18263",20250328,CDD,PT ,-6900
="2191 ",="18263",20250409,CDD,PT ,1768.69
="2191 ",="18263",20250410,CDD,PT ,177799.26
="2191 ",="18263",20250303,CDD,RT ,6900
="2191 ",="18263",20250328,CDD,RT ,-6900
="2191 ",="18263",20250408,CDD,RT ,-33.2599999999984
="2191 ",="18263",20250409,CDD,RT ,79833.89
="2191 ",="18263",20250410,CDD,RT ,266370.75
="2191 ",="18263",20250409,CDD,WSP,1768.69
="2191 ",="18263",20250409,CDD,WSR,79833.89
="2191 ",="2191",20250410,CDD,PT ,51015.12
="2191 ",="2191",20250409,CDD,RT ,118612.17
="2191 ",="2191",20250410,CDD,RT ,14231.21
="2191 ",="2191",20250409,CDD,WSR,118612.17
="2191 ",="4191",20250409,CDD,PT ,50096.22
="2191 ",="4191",20250409,CDD,RT ,415123.3
="2191 ",="4191",20250410,CDD,RT ,3500
="2191 ",="4191",20250409,CDD,WSP,50096.22
="2191 ",="4191",20250409,CDD,WSR,415123.3
="2191 ",="5191",20250409,CDD,RT ,2701.26
="2191 ",="5191",20250409,CDD,WSR,2701.26
="2192 ",="18265",20250409,CDD,PT ,15525.23
="2192 ",="18265",20250410,CDD,PT ,185297.62
="2192 ",="18265",20250409,CDD,RT ,17956.27
="2192 ",="18265",20250410,CDD,RT ,75556.22
="2192 ",="18265",20250409,CDD,WSP,15525.23
="2192 ",="18265",20250409,CDD,WSR,17956.27
="2192 ",="2192",20250409,CDD,PT ,29869.69
="2192 ",="2192",20250410,CDD,PT ,186958.35
="2192 ",="2192",20250409,CDD,RT ,57973.79
="2192 ",="2192",20250410,CDD,RT ,192694.2
="2192 ",="2192",20250409,CDD,WSP,29869.69
="2192 ",="2192",20250409,CDD,WSR,57973.79
="2192 ",="4192",20250409,CDD,PT ,790350.6
="2192 ",="4192",20250410,CDD,PT ,54766.13
="2192 ",="4192",20250409,CDD,RT ,680830.03
="2192 ",="4192",20250410,CDD,RT ,46818.92
="2192 ",="4192",20250409,CDD,WSP,790350.6
="2192 ",="4192",20250409,CDD,WSR,680830.03
="2192 ",="4197",20250409,USD,PT ,10000
="2192 ",="4197",20250410,USD,PT ,2500
="2192 ",="4197",20250409,USD,RT ,17803.96
="2192 ",="4197",20250409,USD,WSP,10000
="2192 ",="4197",20250409,USD,WSR,17803.96
="2192 ",="5192",20250410,CDD,PT ,11878.63
="2192 ",="5192",20250409,CDD,RT ,6152.71
="2192 ",="5192",20250410,CDD,RT ,33468.38
="2192 ",="5192",20250409,CDD,WSR,6152.71
="2192 ",="9399",20250409,USD,RT ,323708.09
="2192 ",="9399",20250409,USD,WSR,323708.09
="2195 ",="2195",20250409,CDD,PT ,125
="2195 ",="2195",20250410,CDD,PT ,8424.66
="2195 ",="2195",20250409,CDD,RT ,2362.8
="2195 ",="2195",20250409,CDD,WSP,125
="2195 ",="2195",20250409,CDD,WSR,2362.8
="2195 ",="4195",20250409,CDD,PT ,20000
="2195 ",="4195",20250409,CDD,RT ,254282.01
="2195 ",="4195",20250409,CDD,WSP,20000
="2195 ",="4195",20250409,CDD,WSR,254282.01
="2195 ",="4196",20250409,USD,RT ,1515.83
="2195 ",="4196",20250409,USD,WSR,1515.83
="2195 ",="5195",20250410,CDD,PT ,4000
="2195 ",="5195",20250410,CDD,RT ,4000
="2195 ",="9395",20250410,CDD,PT ,93874.22
="2195 ",="9395",20250410,CDD,RT ,102607.26
="22100",="22100",20250410,CDD,PT ,72.5
="22100",="22100",20250410,CDD,RT ,52180.44
="22100",="22700",20250410,CDD,RT ,49.45
="22101",="22701",20250410,CDD,RT ,8094.41
="22102",="22102",20250410,CDD,RT ,93.19
="22102",="22702",20250410,CDD,RT ,1047.42
="22107",="22107",20250410,CDD,RT ,874.6
="22108",="22108",20250410,CDD,RT ,41.07
="22109",="22109",20250410,CDD,PT ,575
="22109",="22109",20250410,CDD,RT ,2324.33
="22109",="22709",20250410,CDD,PT ,90
="22109",="22709",20250410,CDD,RT ,201.7
="22110",="22110",20250410,CDD,PT ,492.5
="22110",="22110",20250410,CDD,RT ,41.07
="22114",="22114",20250410,CDD,RT ,41.07
="22117",="22117",20250410,CDD,PT ,80
="22117",="22117",20250410,CDD,RT ,41.07
="22122",="22122",20250410,CDD,PT ,35
="22123",="22123",20250410,CDD,RT ,46.59
="22124",="22124",20250410,CDD,RT ,160
="22125",="22125",20250410,CDD,PT ,85
="22127",="22127",20250410,CDD,PT ,50
="22127",="22127",20250410,CDD,RT ,72591.02
="22127",="22327",20250410,CDD,RT ,493.91
="22128",="22128",20250410,CDD,PT ,1858
="22128",="22128",20250410,CDD,RT ,75352.95
="22128",="22328",20250410,CDD,RT ,2065.4
="22128",="22728",20250410,CDD,PT ,210
="22128",="22728",20250410,CDD,RT ,25574.57
="22129",="22729",20250410,CDD,RT ,58.81
="22130",="22130",20250410,CDD,PT ,82
="22131",="22131",20250410,CDD,RT ,30.69
="22132",="22132",20250410,CDD,PT ,85
="22132",="22132",20250410,CDD,RT ,98499.61
="22140",="22140",20250410,CDD,PT ,50
="22140",="22740",20250410,CDD,RT ,1473.62
="22141",="22141",20250410,CDD,PT ,300
="22141",="22141",20250409,CDD,RT ,5000
="22141",="22141",20250410,CDD,RT ,1069.95
="22141",="22141",20250409,CDD,WSR,5000
="22141",="22741",20250410,CDD,PT ,90
="22141",="22741",20250410,CDD,RT ,765.41
="22142",="22142",20250410,CDD,RT ,2066.72
="22142",="22742",20250410,CDD,PT ,90
="22142",="22742",20250410,CDD,RT ,1469.86
="22143",="22143",20250409,CDD,RT ,637.08
="22143",="22143",20250410,CDD,RT ,3388.1
="22143",="22143",20250409,CDD,WSR,637.08
="22143",="22743",20250410,CDD,RT ,774.56
="22145",="22145",20250410,CDD,PT ,150
="22145",="22145",20250409,CDD,RT ,991.57
="22145",="22145",20250410,CDD,RT ,2048.05
="22145",="22145",20250409,CDD,WSR,991.57
="22145",="22345",20250410,CDD,RT ,917.27
="22145",="22745",20250410,CDD,RT ,3249.42
="2216 ",="16101",20250409,CDD,RT ,170.01
="2216 ",="16101",20250409,CDD,WSR,170.01
="2216 ",="18101",20250410,CDD,FEE,-25.56
="2216 ",="2216",20250410,CDD,PT ,569.3
="2216 ",="2216",20250409,CDD,RT ,47115.88
="2216 ",="2216",20250410,CDD,RT ,101.85
="2216 ",="2216",20250409,CDD,WSR,47115.88
="2216 ",="2936",20250410,CDD,PT ,28
="2216 ",="2936",20250409,CDD,RT ,55233.88
="2216 ",="2936",20250410,CDD,RT ,366.85
="2216 ",="2936",20250409,CDD,WSR,55233.88
="2216 ",="4216",20250409,CDD,RT ,568.75
="2216 ",="4216",20250409,CDD,WSR,568.75
="2216 ",="4936",20250409,CDD,RT ,11907.34
="2216 ",="4936",20250409,CDD,WSR,11907.34
="2216 ",="5936",20250409,CDD,RT ,775.75
="2216 ",="5936",20250410,CDD,RT ,87.29
="2216 ",="5936",20250409,CDD,WSR,775.75
="22163",="22163",20250410,CDD,PT ,50
="22163",="22163",20250410,CDD,RT ,200.77
="22164",="22164",20250410,CDD,PT ,100606.21
="22164",="22164",20250410,CDD,RT ,101338.23
="22164",="22364",20250410,CDD,RT ,328779.06
="22164",="22764",20250410,CDD,RT ,33388.6
="22169",="22169",20250410,CDD,RT ,256.59
="22169",="22769",20250410,CDD,RT ,517.11
="2217 ",="2217",20250410,CDD,PT ,564.8
="2217 ",="2217",20250409,CDD,RT ,50574.1
="2217 ",="2217",20250410,CDD,RT ,101.85
="2217 ",="2217",20250409,CDD,WSR,50574.1
="2217 ",="2937",20250410,CDD,PT ,28
="2217 ",="2937",20250409,CDD,RT ,50373.42
="2217 ",="2937",20250410,CDD,RT ,335.15
="2217 ",="2937",20250409,CDD,WSR,50373.42
="2217 ",="4217",20250409,CDD,RT ,557.75
="2217 ",="4217",20250409,CDD,WSR,557.75
="2217 ",="4937",20250409,CDD,RT ,12310.42
="2217 ",="4937",20250409,CDD,WSR,12310.42
="2217 ",="5937",20250409,CDD,RT ,740.26
="2217 ",="5937",20250410,CDD,RT ,95.08
="2217 ",="5937",20250409,CDD,WSR,740.26
="22170",="22370",20250410,CDD,RT ,123000
="22173",="22373",20250410,CDD,RT ,423.36
="22173",="22773",20250410,CDD,PT ,90
="22175",="22175",20250410,CDD,RT ,86.89
="22175",="22775",20250410,CDD,PT ,40
="2218 ",="2218",20250410,CDD,PT ,486.03
="2218 ",="2218",20250409,CDD,RT ,35746.99
="2218 ",="2218",20250410,CDD,RT ,101.85
="2218 ",="2218",20250409,CDD,WSR,35746.99
="2218 ",="2938",20250410,CDD,PT ,24
="2218 ",="2938",20250409,CDD,RT ,42178.05
="2218 ",="2938",20250410,CDD,RT ,291.89
="2218 ",="2938",20250409,CDD,WSR,42178.05
="2218 ",="4218",20250409,CDD,RT ,417.25
="2218 ",="4218",20250409,CDD,WSR,417.25
="2218 ",="4938",20250409,CDD,RT ,8954.41
="2218 ",="4938",20250409,CDD,WSR,8954.41
="2218 ",="5938",20250409,CDD,RT ,597.65
="2218 ",="5938",20250410,CDD,RT ,71.42
="2218 ",="5938",20250409,CDD,WSR,597.65
="22180",="22380",20250410,CDD,RT ,865.89
="22182",="22182",20250410,CDD,RT ,538.71
="22184",="22184",20250410,CDD,RT ,195.56
="22185",="22185",20250410,CDD,RT ,86.89
="22186",="22786",20250410,CDD,PT ,40
="22186",="22786",20250410,CDD,RT ,786.08
="2225 ",="2085",20250410,CDD,PT ,100
="2225 ",="2225",20250409,CDD,PT ,100
="2225 ",="2225",20250410,CDD,PT ,2007.15
="2225 ",="2225",20250409,CDD,RT ,9555.18
="2225 ",="2225",20250409,CDD,WSP,100
="2225 ",="2225",20250409,CDD,WSR,9555.18
="2241 ",="16105",20250409,CDD,RT ,8000
="2241 ",="16105",20250410,CDD,RT ,2423.47
="2241 ",="16105",20250409,CDD,WSR,8000
="2241 ",="18105",20250410,CDD,PT ,119
="2241 ",="18105",20250409,CDD,RT ,21614.24
="2241 ",="18105",20250410,CDD,RT ,1851.91
="2241 ",="18105",20250409,CDD,WSR,21614.24
="2241 ",="2241",20250410,CDD,PT ,475
="2241 ",="2241",20250409,CDD,RT ,60272.15
="2241 ",="2241",20250410,CDD,RT ,87809.84
="2241 ",="2241",20250409,CDD,WSR,60272.15
="2241 ",="4241",20250410,CDD,PT ,9092.86
="2241 ",="4241",20250409,CDD,RT ,2953.9
="2241 ",="4241",20250409,CDD,WSR,2953.9
="2241 ",="90107",20250409,CDD,RT ,29356.91
="2241 ",="90107",20250409,CDD,WSR,29356.91
="2242 ",="15106",20250409,CDD,RT ,2000
="2242 ",="15106",20250409,CDD,WSR,2000
="2242 ",="16106",20250409,CDD,RT ,6614.55
="2242 ",="16106",20250410,CDD,RT ,1960
="2242 ",="16106",20250409,CDD,WSR,6614.55
="2242 ",="18106",20250410,CDD,PT ,7000
="2242 ",="18106",20250409,CDD,RT ,4255.09
="2242 ",="18106",20250410,CDD,RT ,7000
="2242 ",="18106",20250409,CDD,WSR,4255.09
="2242 ",="2242",20250410,CDD,PT ,75
="2242 ",="2242",20250409,CDD,RT ,8439.06
="2242 ",="2242",20250410,CDD,RT ,4639.02
="2242 ",="2242",20250409,CDD,WSR,8439.06
="2242 ",="4242",20250409,CDD,PT ,12600
="2242 ",="4242",20250409,CDD,RT ,7345.68
="2242 ",="4242",20250409,CDD,WSP,12600
="2242 ",="4242",20250409,CDD,WSR,7345.68
="2242 ",="90106",20250409,CDD,RT ,1905.14
="2242 ",="90106",20250409,CDD,WSR,1905.14
="2243 ",="15107",20250410,CDD,RT ,1484.33
="2243 ",="16107",20250409,CDD,PT ,3171
="2243 ",="16107",20250409,CDD,RT ,2588.24
="2243 ",="16107",20250410,CDD,RT ,599.71
="2243 ",="16107",20250409,CDD,WSP,3171
="2243 ",="16107",20250409,CDD,WSR,2588.24
="2243 ",="18107",20250409,CDD,RT ,73814.73
="2243 ",="18107",20250410,CDD,RT ,5259.78
="2243 ",="18107",20250409,CDD,WSR,73814.73
="2243 ",="2243",20250410,CDD,PT ,0.25
="2243 ",="2243",20250409,CDD,RT ,25507.17
="2243 ",="2243",20250410,CDD,RT ,1737.69
="2243 ",="2243",20250409,CDD,WSR,25507.17
="2243 ",="4243",20250409,CDD,PT ,751.41
="2243 ",="4243",20250409,CDD,RT ,3613.44
="2243 ",="4243",20250409,CDD,WSP,751.41
="2243 ",="4243",20250409,CDD,WSR,3613.44
="2243 ",="90105",20250409,CDD,RT ,1059.23
="2243 ",="90105",20250409,CDD,WSR,1059.23
="2244 ",="15108",20250409,CDD,RT ,362.73
="2244 ",="15108",20250410,CDD,RT ,1758.25
="2244 ",="15108",20250409,CDD,WSR,362.73
="2244 ",="16108",20250409,CDD,RT ,1663.71
="2244 ",="16108",20250410,CDD,RT ,9048.4
="2244 ",="16108",20250409,CDD,WSR,1663.71
="2244 ",="18108",20250409,CDD,RT ,90804.8
="2244 ",="18108",20250410,CDD,RT ,5273.64
="2244 ",="18108",20250409,CDD,WSR,90804.8
="2244 ",="2244",20250409,CDD,PT ,333951.14
="2244 ",="2244",20250410,CDD,PT ,9912.02
="2244 ",="2244",20250409,CDD,RT ,21885.02
="2244 ",="2244",20250410,CDD,RT ,12428.66
="2244 ",="2244",20250409,CDD,WSP,333257
="2244 ",="2244",20250409,CDD,WSR,21885.02
="2244 ",="4244",20250409,CDD,PT ,28700.9
="2244 ",="4244",20250409,CDD,RT ,7841.64
="2244 ",="4244",20250410,CDD,RT ,24431.38
="2244 ",="4244",20250409,CDD,WSP,28700.9
="2244 ",="4244",20250409,CDD,WSR,7841.64
="2244 ",="90104",20250409,CDD,RT ,400
="2244 ",="90104",20250409,CDD,WSR,400
="2245 ",="15109",20250410,CDD,RT ,183
="2245 ",="16109",20250409,CDD,RT ,7965.48
="2245 ",="16109",20250410,CDD,RT ,835.12
="2245 ",="16109",20250409,CDD,WSR,7965.48
="2245 ",="18109",20250409,CDD,PT ,3016.7
="2245 ",="18109",20250409,CDD,RT ,6592.49
="2245 ",="18109",20250410,CDD,RT ,2788.31
="2245 ",="18109",20250409,CDD,WSR,3575.79
="2245 ",="2245",20250409,CDD,PT ,2450.17
="2245 ",="2245",20250410,CDD,PT ,87113.41
="2245 ",="2245",20250409,CDD,RT ,24331.97
="2245 ",="2245",20250410,CDD,RT ,267718.14
="2245 ",="2245",20250409,CDD,WSP,2450.17
="2245 ",="2245",20250409,CDD,WSR,24331.97
="2245 ",="4245",20250409,CDD,RT ,47883.3
="2245 ",="4245",20250409,CDD,WSR,47883.3
="2245 ",="90103",20250409,CDD,RT ,4563.23
="2245 ",="90103",20250409,CDD,WSR,4563.23
="2246 ",="15110",20250409,CDD,RT ,13500
="2246 ",="15110",20250409,CDD,WSR,13500
="2246 ",="16110",20250410,CDD,PT ,40
="2246 ",="16110",20250409,CDD,RT ,27031.48
="2246 ",="16110",20250410,CDD,RT ,636.36
="2246 ",="16110",20250409,CDD,WSR,27031.48
="2246 ",="18110",20250409,CDD,RT ,6550
="2246 ",="18110",20250409,CDD,WSR,6550
="2246 ",="2246",20250409,CDD,PT ,1650.8
="2246 ",="2246",20250410,CDD,PT ,1000
="2246 ",="2246",20250409,CDD,RT ,55981.51
="2246 ",="2246",20250410,CDD,RT ,6578.8
="2246 ",="2246",20250409,CDD,WSP,1650.8
="2246 ",="2246",20250409,CDD,WSR,55981.51
="2246 ",="4246",20250409,CDD,PT ,200
="2246 ",="4246",20250410,CDD,PT ,32400
="2246 ",="4246",20250409,CDD,RT ,14646.85
="2246 ",="4246",20250409,CDD,WSP,200
="2246 ",="4246",20250409,CDD,WSR,14646.85
="2246 ",="6246",20250409,CDD,RT ,7000
="2246 ",="6246",20250409,CDD,WSR,7000
="2247 ",="16111",20250410,CDD,PT ,5.69
="2247 ",="16111",20250410,CDD,RT ,62020.2
="2247 ",="18111",20250409,CDD,RT ,17000
="2247 ",="18111",20250410,CDD,RT ,288.75
="2247 ",="18111",20250409,CDD,WSR,17000
="2247 ",="2247",20250409,CDD,PT ,2671.32
="2247 ",="2247",20250410,CDD,PT ,36521.7
="2247 ",="2247",20250409,CDD,RT ,1999
="2247 ",="2247",20250410,CDD,RT ,35445.21
="2247 ",="2247",20250409,CDD,WSP,2671.32
="2247 ",="2247",20250409,CDD,WSR,1999
="2247 ",="4247",20250410,CDD,PT ,100
="2247 ",="4247",20250409,CDD,RT ,7103.47
="2247 ",="4247",20250409,CDD,WSR,7103.47
="2248 ",="2248",20250409,CDD,PT ,11450
="2248 ",="2248",20250410,CDD,PT ,251.76
="2248 ",="2248",20250409,CDD,RT ,299.83
="2248 ",="2248",20250410,CDD,RT ,81937.82
="2248 ",="2248",20250409,CDD,WSP,11450
="2248 ",="2248",20250409,CDD,WSR,299.83
="2248 ",="4248",20250410,CDD,PT ,106529.2
="2248 ",="4248",20250409,CDD,RT ,500
="2248 ",="4248",20250410,CDD,RT ,26173.78
="2248 ",="4248",20250409,CDD,WSR,500
="2248 ",="6248",20250409,CDD,PT ,5000
="2248 ",="6248",20250410,CDD,PT ,61.88
="2248 ",="6248",20250410,CDD,RT ,371.74
="2248 ",="6248",20250409,CDD,WSP,5000
="2262 ",="18132",20250409,CDD,RT ,1372.15
="2262 ",="18132",20250409,CDD,WSR,1372.15
="2265 ",="15100",20250409,CDD,RT ,2500
="2265 ",="15100",20250410,CDD,RT ,1000
="2265 ",="15100",20250409,CDD,WSR,2500
="2265 ",="16100",20250410,CDD,PT ,240
="2265 ",="16100",20250409,CDD,RT ,19897.94
="2265 ",="16100",20250410,CDD,RT ,4115.01
="2265 ",="16100",20250409,CDD,WSR,19897.94
="2265 ",="18100",20250410,CDD,FEE,-3.37
="2265 ",="18100",20250409,CDD,RT ,28885.03
="2265 ",="18100",20250410,CDD,RT ,73871.58
="2265 ",="18100",20250409,CDD,WSR,28885.03
="2265 ",="18282",20250409,CDD,PT ,700
="2265 ",="18282",20250410,CDD,PT ,14329.67
="2265 ",="18282",20250409,CDD,RT ,34922.53
="2265 ",="18282",20250410,CDD,RT ,15855.48
="2265 ",="18282",20250409,CDD,WSP,700
="2265 ",="18282",20250409,CDD,WSR,34922.53
="2265 ",="2265",20250409,CDD,PT ,50000
="2265 ",="2265",20250410,CDD,PT ,357971.55
="2265 ",="2265",20250409,CDD,RT ,611577.72
="2265 ",="2265",20250410,CDD,RT ,115865.96
="2265 ",="2265",20250409,CDD,WSP,50000
="2265 ",="2265",20250409,CDD,WSR,611577.72
="2265 ",="2934",20250409,CDD,RT ,2176.05
="2265 ",="2934",20250409,CDD,WSR,2176.05
="2265 ",="2935",20250410,CDD,PT ,20
="2265 ",="2935",20250409,CDD,RT ,72108.44
="2265 ",="2935",20250410,CDD,RT ,1262.14
="2265 ",="2935",20250409,CDD,WSR,72108.44
="2265 ",="4265",20250409,CDD,PT ,105574.27
="2265 ",="4265",20250409,CDD,RT ,229628.22
="2265 ",="4265",20250410,CDD,RT ,11951.79
="2265 ",="4265",20250409,CDD,WSP,105574.27
="2265 ",="4265",20250409,CDD,WSR,229628.22
="2265 ",="4935",20250409,CDD,RT ,31026.35
="2265 ",="4935",20250409,CDD,WSR,31026.35
="2265 ",="5935",20250409,CDD,RT ,1411.75
="2265 ",="5935",20250410,CDD,RT ,162.88
="2265 ",="5935",20250409,CDD,WSR,1411.75
="2265 ",="609T8",20250410,CDD,PT ,0.33
="2265 ",="609T8",20250409,CDD,RT ,2200
="2265 ",="609T8",20250409,CDD,WSR,2200
="2265 ",="6265",20250410,CDD,FEE,-11.16
="2265 ",="6265",20250409,CDD,PT ,900
="2265 ",="6265",20250410,CDD,PT ,635772.82
="2265 ",="6265",20250409,CDD,RT ,118708.96
="2265 ",="6265",20250410,CDD,RT ,669829.6
="2265 ",="6265",20250409,CDD,WSP,900
="2265 ",="6265",20250409,CDD,WSR,118708.96
="2265 ",="90108",20250409,CDD,PT ,15500
="2265 ",="90108",20250410,CDD,PT ,5000
="2265 ",="90108",20250409,CDD,RT ,3743.81
="2265 ",="90108",20250410,CDD,RT ,1427.63
="2265 ",="90108",20250409,CDD,WSP,15500
="2265 ",="90108",20250409,CDD,WSR,3743.81
="2283 ",="2283",20250409,CDD,PT ,14157.61
="2283 ",="2283",20250410,CDD,PT ,20963.94
="2283 ",="2283",20250409,CDD,RT ,7714.01
="2283 ",="2283",20250410,CDD,RT ,20208
="2283 ",="2283",20250409,CDD,WSP,14157.61
="2283 ",="2283",20250409,CDD,WSR,7714.01
="2283 ",="4283",20250409,CDD,PT ,108573.85
="2283 ",="4283",20250410,CDD,PT ,60
="2283 ",="4283",20250409,CDD,WSP,108573.85
="2283 ",="4385",20250409,USD,PT ,4950.5
="2283 ",="4385",20250409,USD,WSP,4950.5
="2283 ",="90283",20250410,CDD,PT ,120
="2283 ",="9283",20250409,CDD,PT ,100000
="2283 ",="9283",20250409,CDD,WSP,100000
="2302 ",="2302",20250410,CDD,PT ,0.58
="2302 ",="2302",20250410,CDD,RT ,32009.64
="2302 ",="4302",20250409,CDD,RT ,44691.6
="2302 ",="4302",20250409,CDD,WSR,44691.6
