DATE,CODE,TYPE,SYMBOL,FUND_NAME,QUANTITY,PRICE,AMOUNT,ADJUST_AMOUNT,PERC_AFFECT
25/06/30,="16475",B,="US15475",Int'l Eq Val Currency Hedged Pool I,42.735,27.6273,1180.64,1180.64,2e-06
25/06/30,="16476",S,="US15476",International Equity Alpha Pool I,374.554,24.3748,9129.67,9129.67,0
25/06/30,="16487",S,="US5341M",Global Equity Pool I,8056.777,24.4364,196878.63,196878.63,0
25/06/30,="16651",S,="US872",Cash Management Pool,23790.203,10,237902.03,237902.03,1.8e-05
25/06/30,="16672",S,="US15472",Canadian Equity Alpha Pool,447.851,23.3264,10446.76,10446.76,-1e-06
25/06/30,="16673",S,="US15473",US Eq Value Currency Hedged Pool,78.109,38.5827,3013.67,3013.67,-1e-06
25/06/30,="16675",S,="US15475",Int'l Eq Val Currency Hedged Pool,37.872,27.6273,1046.3,1046.3,0
25/06/30,="16676",B,="US15476",International Equity Alpha Pool,52.473,24.3748,1279.01,1279.01,0
25/06/30,="16687",S,="US5341M",Global Equity Pool,2318.954,24.4364,56666.88,56666.88,0
25/06/30,="16717",S,="US5100",CI High Income Corp Class ET5,138.39,12.0018,1100,1660.93,0
25/06/30,="174T5",S,="US11506",CI Global Leaders Corp Class AT5 ISC,708.476,19.781,13194.19,14014.37,0
25/06/30,="175T5",S,="US11518",CI International Equity Corp Cls AT5 ISC,16.512,22.2461,285,367.32,0
25/06/30,="18016",S,="US5639",CI Global Dividend Opportunities CC O,154.048,18.7853,2475,2893.83,0
25/06/30,="18028",S,="US55237",CI U.S. Equity Class O,4.8,56.2481,270,270,0
25/06/30,="18081",S,="US5594",CI Global Small/Mid Cap Eqty Fd O,10.856,21.3756,232.05,232.05,0
25/06/30,="18100",S,="US5339",CI Select Income (Mgd) Corp Class O,436.047,7.2173,4133.54,3147.08,0.001271
25/06/30,="18117",S,="US5100",CI High Income Corp Class O,7582.469,12.0018,89768.8,91003.27,0
25/06/30,="18127",B,="US11506",CI Global Leaders Corp Class O,13440.536,19.781,267042.77,265867.24,0
25/06/30,="18130",B,="US11518",CI International Equity Corp Class O,5.434,22.2461,292,120.88,0
25/06/30,="18137",S,="US893",CI Canadian Bond Corp Class O,99.569,9.6265,748.04,958.5,0
25/06/30,="18139",S,="US5102",CI Corporate Bond Corp Class O,112.692,9.7945,400,1103.76,0
25/06/30,="18142",S,="US5106",CI Canadian Income & Growth Corp Class O,306.032,10.0734,2425,3082.79,0
25/06/30,="18144",S,="US5111",CI Global Income & Growth Corp Class O,3271.604,11.9152,35843.97,38981.82,0
25/06/30,="18149",B,="US5778",CI Global Dividend Corp Class O,185.216,21.6541,3679.08,4010.68,0
25/06/30,="18166",S,="US5323",CI Global Equity Fund O,5.824,35.0804,204.3,204.3,0
25/06/30,="18242",S,="US11506",CI Global Leaders Corp Class W,18.911,19.781,374.08,374.08,0
25/06/30,="18282",S,="US5339",CI Select Income (Mgd) Corp Class W ISC,14192.336,7.2173,102430.35,102430.35,0
25/06/30,="18301",S,="US872",SWESS CI Money Market Fd PIM Invest,187.547,10,1875.47,1875.47,-2e-06
25/06/30,="18303",S,="US7991",SWESS Port Ser Income Seg Bdl PIM Inv,1411.408,10.2195,14974.37,14423.89,0
25/06/30,="18303",S,="US893",SWESS Port Ser Income Seg Bdl PIM Inv,1225.924,9.6265,12251.75,11801.35,0
25/06/30,="18304",S,="US7992", SWESS Port Series Conser Fd PIM Invest,970.684,15.6166,15545.52,15158.79,-1e-06
25/06/30,="18305",S,="US5602",SWESS Port Ser Conser Bal Fd PIM Invest,1039.622,13.8696,15257.63,14419.14,-1e-06
25/06/30,="18306",S,="US7967",SWESS Port Series Balanced Fd PIM Invest,1922.745,34.7507,68486.39,66816.75,0
25/06/30,="18307",S,="US5601",SWESS Port Ser Bal Growth Fd PIM Invest,5416.104,15.9602,87814.33,86442.1,0
25/06/30,="18311",S,="US5103",SWESS CI CDN Bal Seg Fd PIM Invest,1466.771,12.239,18480.26,17951.81,-1e-06
25/06/30,="18314",S,="US5100",SWESS CI High Income Bal Bdl PIM Invt,660.223,12.0018,7906.06,7923.86,0
25/06/30,="18314",S,="US858",SWESS CI High Income Bal Bdl PIM Invt,123.671,64.072,7906.06,7923.86,0
25/06/30,="18314",S,="US893",SWESS CI High Income Bal Bdl PIM Invt,1234.694,9.6265,11859.08,11885.78,0
25/06/30,="18314",S,="US904",SWESS CI High Income Bal Bdl PIM Invt,364.062,32.6477,11859.08,11885.78,0
25/06/30,="18323",S,="US5103",SWESS CI Prem Cdn Bal PIM Invest,485.532,12.239,5933.74,5942.43,-2e-06
25/06/30,="18326",S,="US893",SWESS CI Pre CDN Bond Seg Fd PIM Invt,6.412,9.6265,60.06,61.72,1e-06
25/06/30,="18327",S,="US11111",SWESS CI Diversif Bal Bdl PIM Invt,274.472,9.9496,2831.45,2730.88,0
25/06/30,="18327",S,="US858",SWESS CI Diversif Bal Bdl PIM Invt,42.622,64.072,2831.45,2730.88,0
25/06/30,="18327",S,="US893",SWESS CI Diversif Bal Bdl PIM Invt,425.526,9.6265,4247.17,4096.32,0
25/06/30,="18327",S,="US904",SWESS CI Diversif Bal Bdl PIM Invt,125.47,32.6477,4247.17,4096.32,0
25/06/30,="18329",S,="US5106",SWESS CI Cdn Inc & Gr Fd PIM Invest,3297.747,10.0734,33165.67,33219.52,-1e-06
25/06/30,="18331",S,="US5111",SWESS CI Gbl Inc & Gr Fd PIM Invt,3460.386,11.9152,41138.3,41231.2,-1e-06
25/06/30,="18335",S,="US7968",SWESS CI Pre US Stk Sel Seg Bdl PIM Invt,59.677,76.2697,4551.53,4551.53,-2e-06
25/06/30,="18335",S,="US893",SWESS CI Pre US Stk Sel Seg Bdl PIM Invt,193.121,9.6265,1859.08,1859.08,-1e-06
25/06/30,="18337",S,="US5373",SWESS CI Gbl Eq Bdle PIM Invest,1226.16,18.8603,23125.74,23125.74,-1e-06
25/06/30,="18337",S,="US893",SWESS CI Gbl Eq Bdle PIM Invest,981.222,9.6265,9445.73,9445.73,0
25/06/30,="18339",S,="US7968",SWESS CI US Stk Sel Bdle PIM Invest,204.416,76.2697,15590.76,15590.76,1e-06
25/06/30,="18339",S,="US893",SWESS CI US Stk Sel Bdle PIM Invest,661.514,9.6265,6368.06,6368.06,1e-06
25/06/30,="18341",S,="US11506",SWESS CI Gl Leaders Seg Bdl PIM Invest,1305.496,19.781,25824.01,25824.01,-1e-06
25/06/30,="18341",S,="US893",SWESS CI Gl Leaders Seg Bdl PIM Invest,1095.708,9.6265,10547.83,10547.83,0
25/06/30,="18343",S,="US1318",SWESS CI Sel Int Eq Mgd Seg Bdl PIM Invt,237.81,10.6846,2540.91,2540.91,5e-06
25/06/30,="18343",S,="US893",SWESS CI Sel Int Eq Mgd Seg Bdl PIM Invt,107.81,9.6265,1037.83,1037.83,1e-06
25/06/30,="18346",S,="US5103",SWESS CI CAD Bal Seg Bdl PIM Invt,1042.014,12.239,12753.21,12753.21,0
25/06/30,="18346",S,="US893",SWESS CI CAD Bal Seg Bdl PIM Invt,233.789,9.6265,2250.57,2250.57,0
25/06/30,="18347",S,="US893",SWESS CI Sel CDN Eq Seg Bdl PIM Invt,6082.358,9.6265,58551.82,58551.82,0
25/06/30,="18347",S,="US904",SWESS CI Sel CDN Eq Seg Bdl PIM Invt,4184.702,32.6477,136620.91,136620.91,0
25/06/30,="18348",S,="US858",SWESS CI Sel Gl Eqty Seg Bdl PIM Invest,359.273,64.072,23019.32,23019.32,0
25/06/30,="18348",S,="US893",SWESS CI Sel Gl Eqty Seg Bdl PIM Invest,976.706,9.6265,9402.26,9402.26,0
25/06/30,="18384",B,="US872",CI Money Market CC Series W,396.45,10,3964.5,3964.5,0
25/06/30,="18392",S,="US6242",SWESS Port Sel 70i30e Mngt Fd PIM Invest,22.821,19.6447,463.98,448.31,7e-06
25/06/30,="18393",S,="US6243",SWESS Port Sel 60i40e Mngt Fd PIM Invest,30.636,20.2707,707.51,621.01,-1e-06
25/06/30,="18394",S,="US6244",SWESS Port Sel 50i50e Mngt Fd PIM Invest,387.277,21.3384,8455.63,8263.87,0
25/06/30,="18395",S,="US6245",SWESS Port Sel 40i60e Mngt Fd PIM Invest,1030.564,21.8522,23070.79,22520.1,0
25/06/30,="18396",S,="US6246",SWESS Port Sel 30i70e Mngt Fd PIM Invest,4742.147,21.7707,105405.18,103239.86,0
25/06/30,="18652",B,="US16452",Short Term Income CC W,275.583,12.8658,3545.59,3545.59,0
25/06/30,="18653",B,="US16453",Canadian Fixed Income CC W,69929.482,16.235,1143227.7,1135305.14,0.000537
25/06/30,="18654",B,="US16454",Global Fixed Income CC W,624.635,16.9768,12089.61,10604.31,0
25/06/30,="18658",B,="US16458",Canadian Equity Growth CC W,230.633,57.9407,13363.01,13363.01,0.004315
25/06/30,="18674",B,="US16474",US Equity Alpha Corporate Class W,1793.686,21.7097,38940.38,38940.38,0.001049
25/06/30,="18717",B,="US5100",CI High Income Corp Class OT5,5319.484,12.0018,63943.95,63843.38,0
25/06/30,="18749",S,="US5778",CI Global Dividend Corp Class OT5,167.356,21.6541,4000,3623.94,0
25/06/30,="19687",S,="US5341M",Global Equity Pool A,380.428,24.4364,9296.28,9296.28,2e-06
25/06/30,="2067",B,="US55111",CI U.S. Equity PP A,456.114,10.9876,5011.6,5011.6,0
25/06/30,="22100",S,="US11111",SWESS 2 CI Diversified Bal Bdl Inv,206.197,9.9496,1993.28,2051.58,0
25/06/30,="22100",S,="US858",SWESS 2 CI Diversified Bal Bdl Inv,32.02,64.072,1993.28,2051.58,0
25/06/30,="22100",S,="US893",SWESS 2 CI Diversified Bal Bdl Inv,319.678,9.6265,2989.93,3077.38,0
25/06/30,="22100",S,="US904",SWESS 2 CI Diversified Bal Bdl Inv,94.26,32.6477,2989.93,3077.38,0
25/06/30,="22101",S,="US872",SWESS 2 CI Money Market Fd Invt,61.559,10,441.19,615.59,-1e-06
25/06/30,="22102",S,="US7991",SWESS 2 Pre Port Ser Incm Seg Bdl Invt,727.846,10.2195,6891.72,7438.22,0
25/06/30,="22102",S,="US893",SWESS 2 Pre Port Ser Incm Seg Bdl Invt,632.194,9.6265,5638.68,6085.82,0
25/06/30,="22103",S,="US893",SWESS 2 CI Cdn Bond Fd Invt,170.582,9.6265,1542.35,1642.11,2e-06
25/06/30,="22105",S,="US893",SWESS 2 CI Pre CDN Bond Seg Fd Invt,13.518,9.6265,107.8,130.13,-4e-06
25/06/30,="22108",S,="US5103",SWESS 2 CI Cdn Bal Fd,1250.849,12.239,14289.81,15309.14,-1e-06
25/06/30,="22109",S,="US5106",SWESS 2 CI Cdn Inc & Gr Fd Invt,2352.489,10.0734,21549.07,23697.56,1e-06
25/06/30,="22111",S,="US5103",SWESS 2 CI Pre Cdn Bal Fd Invt,681.465,12.239,8340.45,8340.45,-8e-06
25/06/30,="22114",S,="US904",SWESS 2 CI Cdn Equity Fd Invt,68.237,32.6477,1601.7,2227.77,0
25/06/30,="22116",S,="US904",SWESS 2 CI Pr CDN Eqty Seg Fund Invt,7.939,32.6477,120,259.19,-1e-06
25/06/30,="22117",S,="US904",SWESS 2 CI Pr II CDN Eqty Seg Fund Inv,9.675,32.6477,225.16,315.87,-2e-06
25/06/30,="22120",S,="US904",SWESS 2 CI Pr III CDN Eq Seg Fund Invt,27.371,32.6477,624.75,893.61,-1e-06
25/06/30,="22123",S,="US7968",SWESS 2 CI US Stk Sel Fd Invt,9.383,76.2697,509.63,715.6,-1e-06
25/06/30,="22124",S,="US7968",SWESS 2 CI Pre US Stk Sel Seg Fd Inv,31.259,76.2697,2090.76,2384.1,0
25/06/30,="22127",S,="US5111",SWESS 2 CI PremGl Inc & Gr Seg Fund Invt,341.796,11.9152,3367.68,4072.56,1e-06
25/06/30,="22128",S,="US5111",SWESS 2 CI Gbl Inc & Gr Fd Invt,1601.312,11.9152,16304.72,19079.95,-1e-06
25/06/30,="22130",S,="US11506",SWESS 2 Gl Leaders Seg Fund Invt,20.384,19.781,86.22,403.21,-1e-06
25/06/30,="22132",S,="US5373",SWESS 2 CI Gbl Eq Fd Invt,21.138,18.8603,115.77,398.68,-1e-06
25/06/30,="22133",S,="US964",SWESS 2 CI Global Value Fund Invest,1.619,37.992,15.02,61.52,1e-06
25/06/30,="22140",S,="US5601",SWESS 2 Port Ser Bal Growth Fd Invt,280.353,15.9602,3495.19,4474.49,0
25/06/30,="22141",S,="US7967",SWESS 2 Port Ser Balanced Fd Invt,899.862,34.7507,28645.82,31270.85,1e-06
25/06/30,="22142",S,="US5602",SWESS 2 Port Ser Conserv Bal Fd Invt,745.364,13.8696,9099.97,10337.9,2e-06
25/06/30,="22143",S,="US7992",SWESS 2 Port Ser Conserv Fd Invt,2457.991,15.6166,37092.78,38385.46,-1e-06
25/06/30,="22144",B,="US5600",SWESS 2 Port Ser Growth Fd Invt,21.029,25.3749,750,533.61,0
25/06/30,="22145",S,="US7991",SWESS 2 Port Ser Inc Seg Bdl Invt,706.787,10.2195,6459.01,7223.01,0
25/06/30,="22145",S,="US893",SWESS 2 Port Ser Inc Seg Bdl Invt,613.902,9.6265,5284.64,5909.73,0
25/06/30,="22162",S,="US5103",SWESS 2 CI Pre CDN Bal Seg Bdl Invt,56.728,12.239,694.3,694.3,-4e-06
25/06/30,="22162",S,="US893",SWESS 2 CI Pre CDN Bal Seg Bdl Invt,12.727,9.6265,122.52,122.52,-1e-06
25/06/30,="22163",S,="US5103",SWESS 2 CI CDN Bal Seg Bundle Invt,399.558,12.239,4890.19,4890.19,1e-06
25/06/30,="22163",S,="US893",SWESS 2 CI CDN Bal Seg Bundle Invt,89.646,9.6265,862.98,862.98,0
25/06/30,="22164",S,="US904",SWESS 2 CI Cdn Eq Bdle Invt,1094.113,32.6477,35720.27,35720.27,0
25/06/30,="22169",S,="US5103",SWESS 2 CI Pre II CDN Bal Seg Bdl Invt,301.105,12.239,3685.23,3685.23,0
25/06/30,="22169",S,="US893",SWESS 2 CI Pre II CDN Bal Seg Bdl Invt,67.556,9.6265,650.33,650.33,0
25/06/30,="22170",S,="US893",SWESS 2 CI Sel Cdn Bdle Invt,89.159,9.6265,858.29,858.29,1e-06
25/06/30,="22170",S,="US904",SWESS 2 CI Sel Cdn Bdle Invt,61.342,32.6477,2002.67,2002.67,2e-06
25/06/30,="22173",S,="US7968",SWESS 2 CI US Stk Sel Bdle Invt,22.041,76.2697,1681.05,1681.05,-4e-06
25/06/30,="22173",S,="US893",SWESS 2 CI US Stk Sel Bdle Invt,71.326,9.6265,686.62,686.62,-2e-06
25/06/30,="22174",S,="US7968",SWESS 2 CI Pre US Stk Sel Seg Bdl Invt,21.708,76.2697,1655.65,1655.65,3e-06
25/06/30,="22174",S,="US893",SWESS 2 CI Pre US Stk Sel Seg Bdl Invt,70.249,9.6265,676.25,676.25,1e-06
25/06/30,="22180",S,="US11506",SWESS 2 CI Gl Leaders Seg Bdl Invt,109.803,19.781,2172.02,2172.02,-1e-06
25/06/30,="22180",S,="US893",SWESS 2 CI Gl Leaders Seg Bdl Invt,92.159,9.6265,887.17,887.17,0
25/06/30,="22182",S,="US5373",SWESS 2 CI Gbl Eq Bdle Invt,38.287,18.8603,722.1,722.1,1e-06
25/06/30,="22182",S,="US893",SWESS 2 CI Gbl Eq Bdle Invt,64.296,9.6265,618.95,618.95,1e-06
25/06/30,="22182",S,="US904",SWESS 2 CI Gbl Eq Bdle Invt,22.118,32.6477,722.1,722.1,1e-06
25/06/30,="22184",S,="US858",SWESS 2 CI Sel Gl Eqty Seg Bdl Invt,15.049,64.072,964.23,964.23,1e-06
25/06/30,="22184",S,="US893",SWESS 2 CI Sel Gl Eqty Seg Bdl Invt,40.912,9.6265,393.84,393.84,0
25/06/30,="22300",S,="US11111",SWESS 2 CI Diversified Bal Bdl PIM Inv,27.747,9.9496,312.51,276.07,-1e-06
25/06/30,="22300",S,="US858",SWESS 2 CI Diversified Bal Bdl PIM Inv,4.309,64.072,312.51,276.07,-1e-06
25/06/30,="22300",S,="US893",SWESS 2 CI Diversified Bal Bdl PIM Inv,43.017,9.6265,468.77,414.11,0
25/06/30,="22300",S,="US904",SWESS 2 CI Diversified Bal Bdl PIM Inv,12.684,32.6477,468.77,414.11,0
25/06/30,="22301",S,="US872",SWESS 2 CI Money Market Fd PIM Invt,35.867,10,358.67,358.67,0
25/06/30,="22302",S,="US7991",SWESS 2 Pre Port Ser Inc Seg Bdl PIM Inv,245.276,10.2195,2475.1,2506.59,0
25/06/30,="22302",S,="US893",SWESS 2 Pre Port Ser Inc Seg Bdl PIM Inv,213.042,9.6265,2025.08,2050.85,0
25/06/30,="22309",S,="US5106",SWESS 2 CI Cdn Inc & Gr Fd PIM Invt,225.76,10.0734,2238.31,2274.17,0
25/06/30,="22327",S,="US5111",SWESS 2CI Prem Gl Inc&Gr Seg Fd PIM Invt,158.173,11.9152,1876.8,1884.66,-1e-06
25/06/30,="22328",S,="US5111",SWESS 2 CI Gbl Inc & Gr Fd PIM Invt,1971.733,11.9152,23400.02,23493.59,0
25/06/30,="22340",S,="US5601",SWESS 2 Port Ser Bal Growth Fd PIM Invt,912.504,15.9602,14515.54,14563.74,1e-06
25/06/30,="22341",S,="US7967",SWESS 2 Port Ser Balanced Fd PIM Invt,533.817,34.7507,18472.74,18550.51,0
25/06/30,="22342",S,="US5602",SWESS 2 Port Ser Conserv Bal Fd PIM Invt,778.005,13.8696,10736.56,10790.62,-1e-06
25/06/30,="22343",S,="US7992",SWESS 2 Port Ser Conserv Fd PIM Invt,360.416,15.6166,5577.37,5628.47,1e-06
25/06/30,="22345",S,="US7991",SWESS 2 Port Ser Inc Seg Bdl PIM Invt,727.381,10.2195,7285.66,7433.47,0
25/06/30,="22345",S,="US893",SWESS 2 Port Ser Inc Seg Bdl PIM Invt,631.79,9.6265,5960.99,6081.93,0
25/06/30,="22362",S,="US5103",SWESS 2 CI Pre CDN Bal Seg Bdl PIM Invt,183.856,12.239,2250.21,2250.21,1e-06
25/06/30,="22362",S,="US893",SWESS 2 CI Pre CDN Bal Seg Bdl PIM Invt,41.251,9.6265,397.1,397.1,1e-06
25/06/30,="22363",S,="US5103",SWESS 2 CI CDN Bal Seg Bundle PIM Invt,204.292,12.239,2500.33,2500.33,-1e-06
25/06/30,="22363",S,="US893",SWESS 2 CI CDN Bal Seg Bundle PIM Invt,45.836,9.6265,441.24,441.24,0
25/06/30,="22364",S,="US893",SWESS 2 CI Cdn Eq Bdle PIM Invt,1002.523,9.6265,9650.79,9650.79,0
25/06/30,="22364",S,="US904",SWESS 2 CI Cdn Eq Bdle PIM Invt,689.743,32.6477,22518.52,22518.52,1e-06
25/06/30,="22369",S,="US5103",SWESS 2 CI Pre II CDN Bal Seg Bd PIM Inv,100.123,12.239,1225.4,1225.4,-2e-06
25/06/30,="22369",S,="US893",SWESS 2 CI Pre II CDN Bal Seg Bd PIM Inv,22.464,9.6265,216.25,216.25,0
25/06/30,="22370",S,="US893",SWESS 2 CI Sel Cdn Bdle PIM Invt,359.188,9.6265,3457.72,3457.72,0
25/06/30,="22370",S,="US904",SWESS 2 CI Sel Cdn Bdle PIM Invt,247.123,32.6477,8068.01,8068.01,0
25/06/30,="22373",S,="US7968",SWESS 2 CI US Stk Sel Bdle PIM Invt,59.175,76.2697,4513.29,4513.29,1e-06
25/06/30,="22373",S,="US893",SWESS 2 CI US Stk Sel Bdle PIM Invt,191.497,9.6265,1843.45,1843.45,0
25/06/30,="22374",S,="US7968",SWESS 2 CI Pre US Stk Sel Seg Bd PIM Inv,40.401,76.2697,3081.4,3081.4,2e-06
25/06/30,="22374",S,="US893",SWESS 2 CI Pre US Stk Sel Seg Bd PIM Inv,130.743,9.6265,1258.6,1258.6,1e-06
25/06/30,="22380",S,="US11506",SWESS 2 CI Gl Leaders Seg Bdl PIM Invt,581.953,19.781,11511.62,11511.62,0
25/06/30,="22380",S,="US893",SWESS 2 CI Gl Leaders Seg Bdl PIM Invt,488.436,9.6265,4701.93,4701.93,0
25/06/30,="22382",S,="US5373",SWESS 2 CI Gbl Eq Bdle PIM Invt,144.146,18.8603,2718.63,2718.63,0
25/06/30,="22382",S,="US893",SWESS 2 CI Gbl Eq Bdle PIM Invt,242.067,9.6265,2330.26,2330.26,1e-06
25/06/30,="22382",S,="US904",SWESS 2 CI Gbl Eq Bdle PIM Invt,83.272,32.6477,2718.63,2718.63,0
25/06/30,="2265",S,="US5339",CI Select Income (Mgd) Corp Class A ISC,51193.361,7.2173,333677.69,369477.85,-1.2e-05
25/06/30,="22700",S,="US11111",SWESS 2 CI Diversified Bal Bdl Inc,649.998,9.9496,6454.33,6467.22,0
25/06/30,="22700",S,="US858",SWESS 2 CI Diversified Bal Bdl Inc,100.937,64.072,6454.33,6467.22,0
25/06/30,="22700",S,="US893",SWESS 2 CI Diversified Bal Bdl Inc,1007.722,9.6265,9681.5,9700.84,0
25/06/30,="22700",S,="US904",SWESS 2 CI Diversified Bal Bdl Inc,297.137,32.6477,9681.5,9700.84,0
25/06/30,="22701",S,="US872",SWESS 2 CI Money Market Fd Incm,452.113,10,4401.9,4521.13,0
25/06/30,="22702",S,="US893",SWESS 2 Pre Port Ser Incm Seg Bdl Inc,1031.876,9.6265,9638.28,9933.36,0
25/06/30,="22708",S,="US5103",SWESS 2 CI Cdn Bal Fd,826.192,12.239,9814.45,10111.76,0
25/06/30,="22709",S,="US5106",SWESS 2 CI Cdn Inc & Gr Fd Incm,2226.643,10.0734,21773.05,22429.87,2e-06
25/06/30,="22711",S,="US5103",SWESS 2 CI Pre Cdn Bal Fd Incm,113.997,12.239,1395.21,1395.21,-6e-06
25/06/30,="22727",S,="US5111",SWESS 2 CI Prem Gl Inc & Gr Seg Fd Incm,1355.03,11.9152,15698.41,16145.45,6e-06
25/06/30,="22728",S,="US5111",SWESS 2 CI Gbl Inc & Gr Fd Incm,4166.802,11.9152,48202.12,49648.28,1e-06
25/06/30,="22740",S,="US5601",SWESS 2 Port Ser Bal Growth Fd Incm,2262.555,15.9602,35104.94,36110.83,-1e-06
25/06/30,="22741",S,="US7967",SWESS 2 Port Ser Balanced Fd Incm,1743.028,34.7507,58692.53,60571.44,0
25/06/30,="22742",S,="US5602",SWESS 2 Port Ser Conserv Bal Fd Incm,2523.669,13.8696,33973.06,35002.28,1e-06
25/06/30,="22743",S,="US7992",SWESS 2 Port Ser Conserv Fd Incm,665.376,15.6166,10080.77,10390.91,1e-06
25/06/30,="22745",S,="US7991",SWESS 2 Port Ser Inc Seg Bdl Incm,1596.5,10.2195,15822.82,16315.43,0
25/06/30,="22745",S,="US893",SWESS 2 Port Ser Inc Seg Bdl Incm,1386.692,9.6265,12945.94,13348.99,0
25/06/30,="22762",S,="US5103",SWESS 2 CI Pre CDN Bal Seg Bdl Incm,343.562,12.239,4204.86,4204.86,3e-06
25/06/30,="22762",S,="US893",SWESS 2 CI Pre CDN Bal Seg Bdl Incm,77.082,9.6265,742.03,742.03,0
25/06/30,="22763",S,="US5103",SWESS 2 CI CDN Bal Seg Bundle Incm,807.385,12.239,9881.58,9881.58,1e-06
25/06/30,="22763",S,="US893",SWESS 2 CI CDN Bal Seg Bundle Incm,181.147,9.6265,1743.81,1743.81,0
25/06/30,="22764",S,="US893",SWESS 2 CI Cdn Eq Bdle Incm,3374.788,9.6265,32487.4,32487.4,0
25/06/30,="22769",S,="US5103",SWESS 2 CI Pre II CDN Bal Seg Bdl Incm,1312.552,12.239,16064.32,16064.32,0
25/06/30,="22769",S,="US893",SWESS 2 CI Pre II CDN Bal Seg Bdl Incm,294.487,9.6265,2834.88,2834.88,0
25/06/30,="22770",S,="US893",SWESS 2 CI Sel Cdn Bdle Incm,684.815,9.6265,6592.37,6592.37,0
25/06/30,="22770",S,="US904",SWESS 2 CI Sel Cdn Bdle Incm,471.158,32.6477,15382.21,15382.21,-1e-06
25/06/30,="22773",S,="US7968",SWESS 2 CI US Stk Sel Bdle Incm,96.786,76.2697,7381.81,7381.81,-2e-06
25/06/30,="22773",S,="US893",SWESS 2 CI US Stk Sel Bdle Incm,313.209,9.6265,3015.11,3015.11,-1e-06
25/06/30,="22774",S,="US7968",SWESS 2 CI Pre US Stk Sel Seg Bdl Incm,143.093,76.2697,10913.69,10913.69,0
25/06/30,="22774",S,="US893",SWESS 2 CI Pre US Stk Sel Seg Bdl Incm,463.065,9.6265,4457.7,4457.7,0
25/06/30,="22780",S,="US11506",SWESS 2 CI Gl Leaders Seg Bdl Incm,1275.509,19.781,25230.84,25230.84,1e-06
25/06/30,="22780",S,="US893",SWESS 2 CI Gl Leaders Seg Bdl Incm,1070.541,9.6265,10305.56,10305.56,1e-06
25/06/30,="22782",S,="US5373",SWESS 2 CI Gbl Eq Bdle Incm,534.278,18.8603,10076.64,10076.64,0
25/06/30,="22782",S,="US893",SWESS 2 CI Gbl Eq Bdle Incm,897.223,9.6265,8637.12,8637.12,0
25/06/30,="22782",S,="US904",SWESS 2 CI Gbl Eq Bdle Incm,308.648,32.6477,10076.64,10076.64,0
25/06/30,="22784",S,="US858",SWESS 2 CI Sel Gl Eqty Seg Bdl Incm,62.826,64.072,4025.4,4025.4,0
25/06/30,="22784",S,="US893",SWESS 2 CI Sel Gl Eqty Seg Bdl Incm,170.797,9.6265,1644.18,1644.18,0
25/06/30,="2302",S,="US894",CI Global Bond Corp Class A ISC,836.134,7.7655,6387.5,6493,0
25/06/30,="2303",S,="US893",CI Canadian Bond Corp Class A ISC,1314.453,9.6265,11002.18,12653.58,0
25/06/30,="2304",S,="US5100",CI High Income Corp Class A ISC,2871.94,12.0018,6096.23,34468.44,0
25/06/30,="2308",S,="US5102",CI Corporate Bond Corp Class A ISC,3158.334,9.7945,27068.28,30934.3,0
25/06/30,="2309",S,="US5106",CI Canadian Income & Growth CC A ISC,1042.77,10.0734,13757,10504.24,0
25/06/30,="2312",B,="US5111",CI Global Income & Growth CC A ISC,20336.081,11.9152,328505.06,242308.48,0
25/06/30,="25004",S,="US16456",Canadian Equity Managed Pool E,500.649,39.8705,19961.12,19961.12,0
25/06/30,="25004",S,="US16458",Canadian Equity Managed Pool E,344.509,57.9407,19961.12,19961.12,0
25/06/30,="25004",S,="US16459",Canadian Equity Managed Pool E,223.936,29.7126,6653.71,6653.71,0
25/06/30,="25004",S,="US16472",Canadian Equity Managed Pool E,1409.027,14.1666,19961.12,19961.12,0
25/06/30,="25005",S,="US15456",Canadian Equity Managed Class E,2943.394,26.0299,76616.24,76616.24,0
25/06/30,="25005",S,="US15458",Canadian Equity Managed Class E,1867.359,41.0292,76616.24,76616.24,0
25/06/30,="25005",S,="US15459",Canadian Equity Managed Class E,1152.398,22.1614,25538.75,25538.75,0
25/06/30,="25005",S,="US15472",Canadian Equity Managed Class E,3284.529,23.3264,76616.24,76616.24,0
25/06/30,="254",B,="US872",CI Money Market CC Series F,130264.258,10,1302642.58,1302642.58,0
25/06/30,="2575",B,="US11518",CI International Equity Corp Cls A ISC,1534.883,22.2461,37340.36,34145.16,0
25/06/30,="2578",S,="US5778",CI Global Dividend Corp Class A ISC,4931.115,21.6541,106778.85,106778.85,0
25/06/30,="2589",S,="US5639",CI Glb Dividend Opportunities CC A ISC,772.905,18.7853,5879.27,14519.26,0
25/06/30,="2642",B,="US11512",CI Canadian Dividend Corp Class A ISC,1592.558,30.8374,49110.36,49110.36,0
25/06/30,="27000",B,="US16453",Fixed Income Managed Pool F,4684.413,16.235,76051.44,76051.44,0
25/06/30,="27000",B,="US16454",Fixed Income Managed Pool F,2484.39,16.9768,42177,42177,0
25/06/30,="27000",B,="US5117",Fixed Income Managed Pool F,2473.126,10.3399,25571.88,25571.88,0
25/06/30,="27000",B,="US5280",Fixed Income Managed Pool F,1007.51,8.5703,8634.66,8634.66,0
